swap_number,battery_id,datetime,day_of_week,station_id,customer_id,charge_Remaining,provided_battery_id,provided_battery_charge,charging_destination,swap_success
5624,606,11/01/2023 14:17,Wednesday,12,414,37,463,56,residential area,1
5625,95,11/01/2023 14:18,Wednesday,5,694,8,462,96,same station,1
5626,887,11/01/2023 14:22,Wednesday,12,361,16,331,57,residential area,1
5627,428,11/01/2023 14:23,Wednesday,1,268,15,37,74,solar farm,1
5628,384,11/01/2023 14:28,Wednesday,14,537,34,684,74,solar farm,1
5629,363,11/01/2023 14:31,Wednesday,7,212,37,502,68,same station,1
5630,859,11/01/2023 14:33,Wednesday,14,74,12,266,64,solar farm,1
5631,537,11/01/2023 14:35,Wednesday,15,183,27,67,56,same station,1
5632,747,11/01/2023 14:35,Wednesday,14,455,37,629,93,residential area,1
5633,777,11/01/2023 14:36,Wednesday,13,307,32,517,98,solar farm,1
5634,689,11/01/2023 14:41,Wednesday,16,78,29,103,73,solar farm,1
5635,484,11/01/2023 14:45,Wednesday,11,4,9,948,67,residential area,1
5636,980,11/01/2023 14:52,Wednesday,3,630,11,515,77,solar farm,1
5637,420,11/01/2023 14:56,Wednesday,1,518,40,898,98,residential area,1
5638,496,11/01/2023 14:59,Wednesday,19,93,27,217,56,residential area,1
5639,650,11/01/2023 15:04,Wednesday,1,284,59,950,97,same station,1
5640,712,11/01/2023 15:06,Wednesday,1,188,44,111,93,residential area,1
5641,539,11/01/2023 15:13,Wednesday,19,292,47,641,59,same station,1
5642,874,11/01/2023 15:14,Wednesday,5,503,35,683,98,same station,1
5643,327,11/01/2023 15:16,Wednesday,10,20,10,816,93,residential area,1
5644,226,11/01/2023 15:19,Wednesday,1,206,24,179,58,solar farm,1
5645,584,11/01/2023 15:22,Wednesday,19,444,42,361,89,solar farm,1
5646,488,11/01/2023 15:26,Wednesday,3,102,27,434,76,same station,1
5647,968,11/01/2023 15:32,Wednesday,16,101,8,953,68,residential area,1
5648,999,11/01/2023 15:34,Wednesday,5,153,11,900,57,same station,1
5649,922,11/01/2023 15:35,Wednesday,16,30,32,513,80,solar farm,1
5650,127,11/01/2023 15:36,Wednesday,15,351,52,43,95,solar farm,1
5651,645,11/01/2023 15:38,Wednesday,5,696,11,535,61,residential area,1
5652,878,11/01/2023 15:38,Wednesday,18,605,21,118,97,residential area,1
5653,268,11/01/2023 15:46,Wednesday,6,120,1,412,58,solar farm,1
5654,253,11/01/2023 15:49,Wednesday,2,676,3,914,78,same station,1
5655,947,11/01/2023 15:50,Wednesday,1,80,59,280,81,residential area,1
5656,419,11/01/2023 15:50,Wednesday,9,453,46,732,86,same station,1
5657,779,11/01/2023 15:56,Wednesday,18,62,26,116,57,residential area,1
5658,434,11/01/2023 15:59,Wednesday,7,282,23,892,98,residential area,1
5659,824,11/01/2023 16:05,Wednesday,15,373,47,288,59,residential area,1
5660,958,11/01/2023 16:06,Wednesday,6,204,17,350,91,solar farm,1
5661,82,11/01/2023 16:09,Wednesday,5,55,1,926,71,same station,1
5662,484,11/01/2023 16:13,Wednesday,18,211,22,968,98,residential area,1
5663,821,11/01/2023 16:14,Wednesday,11,575,5,3,93,same station,1
5664,237,11/01/2023 16:14,Wednesday,8,361,45,10,61,same station,1
5665,772,11/01/2023 16:16,Wednesday,12,637,32,651,78,solar farm,1
5666,461,11/01/2023 16:17,Wednesday,4,70,30,629,92,solar farm,1
5667,472,11/01/2023 16:17,Wednesday,8,24,29,494,89,same station,1
5668,140,11/01/2023 16:21,Wednesday,7,586,34,771,75,same station,1
5669,261,11/01/2023 16:22,Wednesday,13,115,56,908,76,solar farm,1
5670,360,11/01/2023 16:24,Wednesday,15,112,33,122,65,same station,1
5671,715,11/01/2023 16:25,Wednesday,5,167,7,89,92,residential area,1
5672,521,11/01/2023 16:26,Wednesday,8,298,54,998,98,solar farm,1
5673,81,11/01/2023 16:28,Wednesday,5,248,31,624,92,solar farm,1
5674,843,11/01/2023 16:30,Wednesday,7,686,20,707,83,solar farm,1
5675,393,11/01/2023 16:30,Wednesday,2,554,4,985,73,residential area,1
5676,113,11/01/2023 16:30,Wednesday,2,281,29,924,80,residential area,1
5677,924,11/01/2023 16:32,Wednesday,9,425,18,383,91,same station,1
5678,147,11/01/2023 16:34,Wednesday,18,184,11,711,56,residential area,1
5679,959,11/01/2023 16:38,Wednesday,16,156,22,557,55,residential area,1
5680,743,11/01/2023 16:41,Wednesday,14,99,6,399,77,solar farm,1
5681,502,11/01/2023 16:41,Wednesday,8,161,55,338,81,solar farm,1
5682,370,11/01/2023 16:42,Wednesday,7,183,53,692,99,solar farm,1
5683,817,11/01/2023 16:43,Wednesday,1,76,19,749,60,solar farm,1
5684,639,11/01/2023 16:44,Wednesday,5,333,55,672,67,solar farm,1
5685,679,11/01/2023 16:45,Wednesday,3,169,28,608,96,same station,1
5686,174,11/01/2023 16:46,Wednesday,3,545,40,588,62,same station,1
5687,44,11/01/2023 16:50,Wednesday,8,394,39,487,93,solar farm,1
5688,441,11/01/2023 16:57,Wednesday,3,473,45,432,74,solar farm,1
5689,617,11/01/2023 16:59,Wednesday,17,422,51,222,61,solar farm,1
5690,601,11/01/2023 17:00,Wednesday,7,184,36,869,65,same station,1
5691,434,11/01/2023 17:08,Wednesday,7,85,57,350,69,residential area,1
5692,6,11/01/2023 17:11,Wednesday,20,424,40,841,56,same station,1
5693,739,11/01/2023 17:11,Wednesday,19,462,25,192,60,residential area,1
5694,384,11/01/2023 17:18,Wednesday,9,175,29,269,79,residential area,1
5695,651,11/01/2023 17:19,Wednesday,7,583,28,338,72,residential area,1
5696,75,11/01/2023 17:20,Wednesday,20,642,59,861,76,same station,1
5697,645,11/01/2023 17:25,Wednesday,3,270,24,613,92,residential area,1
5698,490,11/01/2023 17:34,Wednesday,8,218,59,928,72,residential area,1
5699,950,11/01/2023 17:40,Wednesday,9,680,41,147,71,solar farm,1
5700,38,11/01/2023 17:42,Wednesday,20,60,7,987,56,solar farm,1
5701,554,11/01/2023 17:47,Wednesday,4,349,6,490,89,residential area,1
5702,565,11/01/2023 17:51,Wednesday,4,233,7,950,92,same station,1
5703,573,11/01/2023 18:00,Wednesday,12,97,32,629,84,solar farm,1
5704,456,11/01/2023 18:01,Wednesday,1,140,55,619,68,same station,1
5705,660,11/01/2023 18:04,Wednesday,2,35,7,679,97,same station,1
5706,795,11/01/2023 18:04,Wednesday,9,285,49,730,98,same station,1
5707,41,11/01/2023 18:12,Wednesday,6,550,7,159,83,solar farm,1
5708,76,11/01/2023 18:12,Wednesday,2,253,16,914,84,solar farm,1
5709,494,11/01/2023 18:14,Wednesday,9,556,54,91,57,solar farm,1
5710,417,11/01/2023 18:14,Wednesday,15,17,10,849,93,solar farm,1
5711,813,11/01/2023 18:18,Wednesday,1,521,5,71,95,solar farm,1
5712,872,11/01/2023 18:24,Wednesday,4,156,22,487,89,solar farm,1
5713,135,11/01/2023 18:29,Wednesday,17,588,9,826,77,solar farm,1
5714,452,11/01/2023 18:33,Wednesday,10,289,49,731,60,solar farm,1
5715,32,11/01/2023 18:33,Wednesday,10,433,30,200,65,same station,1
5716,162,11/01/2023 18:39,Wednesday,15,393,24,453,87,solar farm,1
5717,356,11/01/2023 18:40,Wednesday,2,358,10,918,99,same station,1
5718,637,11/01/2023 18:45,Wednesday,16,379,53,739,89,same station,1
5719,162,11/01/2023 18:45,Wednesday,6,509,59,529,81,residential area,1
5720,73,11/01/2023 18:55,Wednesday,8,143,35,839,61,solar farm,1
5721,35,11/01/2023 19:01,Wednesday,19,186,8,567,81,same station,1
5722,441,11/01/2023 19:04,Wednesday,1,264,58,916,67,solar farm,1
5723,595,11/01/2023 19:08,Wednesday,10,277,25,658,58,same station,1
5724,46,11/01/2023 19:15,Wednesday,15,22,56,422,73,solar farm,1
5725,730,11/01/2023 19:15,Wednesday,1,300,17,146,61,residential area,1
5726,272,11/01/2023 19:16,Wednesday,11,483,17,47,90,solar farm,1
5727,401,11/01/2023 19:17,Wednesday,13,227,33,268,57,same station,1
5728,462,11/01/2023 19:20,Wednesday,13,526,40,955,69,same station,1
5729,238,11/01/2023 19:26,Wednesday,3,272,7,341,58,residential area,1
5730,542,11/01/2023 19:36,Wednesday,2,560,18,987,62,solar farm,1
5731,427,11/01/2023 19:37,Wednesday,6,23,25,4,97,same station,1
5732,924,11/01/2023 19:39,Wednesday,4,486,25,664,63,residential area,1
5733,917,11/01/2023 19:43,Wednesday,1,485,34,433,79,residential area,1
5734,279,11/01/2023 19:45,Wednesday,10,487,59,497,74,residential area,1
5735,510,11/01/2023 19:45,Wednesday,19,205,43,791,81,solar farm,1
5736,344,11/01/2023 19:46,Wednesday,20,523,31,453,92,residential area,1
5737,124,11/01/2023 19:48,Wednesday,9,410,25,1,60,same station,1
5738,540,11/01/2023 19:48,Wednesday,2,380,35,144,82,residential area,1
5739,233,11/01/2023 19:49,Wednesday,7,503,33,954,55,solar farm,1
5740,415,11/01/2023 19:49,Wednesday,1,383,22,487,93,solar farm,1
5741,369,11/01/2023 19:55,Wednesday,18,623,40,425,59,residential area,1
5742,228,11/01/2023 19:57,Wednesday,4,317,37,124,78,residential area,1
5743,853,11/01/2023 20:01,Wednesday,18,338,60,834,89,same station,1
5744,284,11/01/2023 20:01,Wednesday,19,413,43,508,83,same station,1
5745,89,11/01/2023 20:01,Wednesday,9,464,14,485,90,solar farm,1
5746,336,11/01/2023 20:07,Wednesday,6,413,31,343,89,same station,1
5747,9,11/01/2023 20:08,Wednesday,6,450,54,380,72,same station,1
5748,414,11/01/2023 20:24,Wednesday,19,557,16,54,97,residential area,1
5749,593,11/01/2023 20:24,Wednesday,19,672,25,912,94,residential area,1
5750,720,11/01/2023 20:27,Wednesday,13,57,52,666,75,residential area,1
5751,998,11/01/2023 20:27,Wednesday,8,20,5,765,80,residential area,1
5752,720,11/01/2023 20:29,Wednesday,18,434,49,557,77,solar farm,1
5753,804,11/01/2023 20:30,Wednesday,13,236,22,815,94,solar farm,1
5754,165,11/01/2023 20:35,Wednesday,1,605,2,314,96,residential area,1
5755,110,11/01/2023 20:35,Wednesday,16,9,57,259,61,same station,1
5756,486,11/01/2023 20:36,Wednesday,3,156,7,196,62,solar farm,1
5757,475,11/01/2023 20:45,Wednesday,20,114,2,101,93,solar farm,1
5758,532,11/01/2023 20:49,Wednesday,9,205,32,736,95,same station,1
5759,69,11/01/2023 20:50,Wednesday,17,61,21,565,79,solar farm,1
5760,655,11/01/2023 20:51,Wednesday,11,522,56,283,87,solar farm,1
5761,282,11/01/2023 20:52,Wednesday,7,213,42,49,56,same station,1
5762,316,11/01/2023 20:52,Wednesday,6,153,40,177,57,residential area,1
5763,334,11/01/2023 20:53,Wednesday,11,685,4,844,92,same station,1
5764,368,11/01/2023 20:59,Wednesday,19,654,28,315,55,residential area,1
5765,355,11/01/2023 21:04,Wednesday,13,402,27,334,78,same station,1
5766,944,11/01/2023 21:04,Wednesday,7,230,30,218,55,same station,1
5767,393,11/01/2023 21:07,Wednesday,3,327,24,588,91,solar farm,1
5768,389,11/01/2023 21:12,Wednesday,6,279,48,329,67,solar farm,1
5769,129,11/01/2023 21:17,Wednesday,11,242,17,969,99,residential area,1
5770,56,11/01/2023 21:18,Wednesday,6,661,31,15,76,solar farm,1
5771,774,11/01/2023 21:23,Wednesday,2,527,15,36,64,same station,1
5772,18,11/01/2023 21:28,Wednesday,4,122,42,515,73,solar farm,1
5773,832,11/01/2023 21:33,Wednesday,16,171,37,765,89,residential area,1
5774,679,11/01/2023 21:34,Wednesday,11,314,31,948,74,same station,1
5775,827,11/01/2023 21:34,Wednesday,16,300,7,383,83,same station,1
5776,630,11/01/2023 21:36,Wednesday,10,330,49,904,59,same station,1
5777,163,11/01/2023 21:39,Wednesday,4,181,39,838,84,solar farm,1
5778,803,11/01/2023 21:39,Wednesday,12,589,48,636,64,residential area,1
5779,924,11/01/2023 21:40,Wednesday,13,233,57,526,73,same station,1
5780,512,11/01/2023 21:50,Wednesday,18,178,38,470,60,same station,1
5781,212,11/01/2023 21:51,Wednesday,13,507,9,290,61,solar farm,1
5782,210,11/01/2023 21:52,Wednesday,20,276,28,548,62,residential area,1
5783,57,11/01/2023 21:53,Wednesday,2,312,40,188,65,residential area,1
5784,992,11/01/2023 21:53,Wednesday,6,390,17,998,68,same station,1
5785,832,11/01/2023 21:55,Wednesday,11,204,36,734,69,solar farm,1
5786,387,11/01/2023 21:57,Wednesday,13,401,43,548,84,residential area,1
5787,120,11/01/2023 21:59,Wednesday,12,293,18,53,57,solar farm,1
5788,863,11/01/2023 22:01,Wednesday,5,428,19,875,88,solar farm,1
5789,500,11/01/2023 22:06,Wednesday,8,518,2,2,64,solar farm,1
5790,587,11/01/2023 22:07,Wednesday,17,538,29,902,92,same station,1
5791,552,11/01/2023 22:09,Wednesday,16,688,15,73,82,residential area,1
5792,560,11/01/2023 22:10,Wednesday,1,513,58,341,77,same station,1
5793,844,11/01/2023 22:14,Wednesday,18,389,50,908,69,solar farm,1
5794,242,11/01/2023 22:14,Wednesday,6,671,8,76,87,solar farm,1
5795,11,11/01/2023 22:21,Wednesday,8,328,17,695,95,solar farm,1
5796,317,11/01/2023 22:22,Wednesday,18,161,19,678,75,solar farm,1
5797,940,11/01/2023 22:23,Wednesday,13,479,18,21,60,residential area,1
5798,927,11/01/2023 22:24,Wednesday,14,172,21,677,66,residential area,1
5799,142,11/01/2023 22:25,Wednesday,11,421,31,528,74,solar farm,1
5800,179,11/01/2023 22:27,Wednesday,15,570,37,531,97,solar farm,1
5801,910,11/01/2023 22:28,Wednesday,1,226,32,826,86,same station,1
5802,10,11/01/2023 22:30,Wednesday,10,611,52,480,82,solar farm,1
5803,963,11/01/2023 22:31,Wednesday,2,606,39,324,76,residential area,1
5804,674,11/01/2023 22:33,Wednesday,8,682,29,226,84,same station,1
5805,574,11/01/2023 22:35,Wednesday,16,504,5,523,56,solar farm,1
5806,525,11/01/2023 22:50,Wednesday,2,102,21,583,61,same station,1
5807,201,11/01/2023 22:53,Wednesday,17,634,14,965,56,same station,1
5808,350,11/01/2023 22:55,Wednesday,7,408,22,163,55,residential area,1
5809,5,11/01/2023 22:59,Wednesday,4,17,19,868,80,solar farm,1
5810,391,11/01/2023 23:01,Wednesday,9,192,26,483,80,solar farm,1
5811,462,11/01/2023 23:02,Wednesday,7,357,28,249,99,solar farm,1
5812,924,11/01/2023 23:03,Wednesday,16,5,56,136,65,residential area,1
5813,517,11/01/2023 23:04,Wednesday,8,610,42,149,57,residential area,1
5814,913,11/01/2023 23:10,Wednesday,6,694,57,728,86,same station,1
5815,328,11/01/2023 23:22,Wednesday,17,648,56,973,93,same station,1
5816,316,11/01/2023 23:23,Wednesday,8,175,26,80,75,residential area,1
5817,789,11/01/2023 23:24,Wednesday,8,324,13,4,73,same station,1
5818,985,11/01/2023 23:30,Wednesday,13,385,34,676,78,same station,1
5819,809,11/01/2023 23:34,Wednesday,17,36,15,846,73,residential area,1
5820,288,11/01/2023 23:40,Wednesday,9,228,31,518,98,residential area,1
5821,107,11/01/2023 23:44,Wednesday,8,271,46,39,68,residential area,1
5822,224,11/01/2023 23:49,Wednesday,11,97,33,923,76,solar farm,1
5823,227,11/01/2023 23:52,Wednesday,8,367,32,279,79,residential area,1
5824,723,11/01/2023 23:57,Wednesday,12,427,58,658,71,same station,1
5825,880,11/01/2023 23:58,Wednesday,2,273,22,476,65,solar farm,1
5826,412,12/01/2023 0:08,Thursday,11,665,20,454,92,residential area,1
5827,166,12/01/2023 0:15,Thursday,1,307,47,677,81,same station,1
5828,325,12/01/2023 0:16,Thursday,20,596,45,908,90,solar farm,1
5829,695,12/01/2023 0:17,Thursday,11,552,59,455,62,same station,1
5830,644,12/01/2023 0:18,Thursday,18,20,17,842,69,solar farm,1
5831,85,12/01/2023 0:24,Thursday,6,202,10,984,99,same station,1
5832,128,12/01/2023 0:31,Thursday,13,565,52,547,87,same station,1
5833,705,12/01/2023 0:31,Thursday,14,332,9,792,84,residential area,1
5834,242,12/01/2023 0:33,Thursday,16,219,13,530,72,residential area,1
5835,766,12/01/2023 0:38,Thursday,16,470,6,500,58,same station,1
5836,487,12/01/2023 0:40,Thursday,10,431,31,10,88,residential area,1
5837,829,12/01/2023 0:41,Thursday,20,327,13,773,99,residential area,1
5838,781,12/01/2023 0:47,Thursday,1,288,34,408,84,same station,1
5839,902,12/01/2023 0:49,Thursday,15,151,16,645,94,solar farm,1
5840,307,12/01/2023 0:53,Thursday,1,80,4,145,99,solar farm,1
5841,111,12/01/2023 0:53,Thursday,14,506,18,719,64,same station,1
5842,657,12/01/2023 0:54,Thursday,19,621,13,266,56,solar farm,1
5843,789,12/01/2023 1:00,Thursday,8,64,54,76,80,same station,1
5844,340,12/01/2023 1:02,Thursday,13,475,55,863,82,same station,1
5845,997,12/01/2023 1:02,Thursday,8,133,28,860,56,same station,1
5846,310,12/01/2023 1:06,Thursday,4,312,45,868,86,same station,1
5847,859,12/01/2023 1:07,Thursday,8,96,52,175,92,same station,1
5848,398,12/01/2023 1:10,Thursday,2,410,33,331,72,residential area,1
5849,940,12/01/2023 1:10,Thursday,10,339,8,35,57,solar farm,1
5850,920,12/01/2023 1:20,Thursday,3,5,9,24,65,solar farm,1
5851,808,12/01/2023 1:23,Thursday,10,225,46,861,92,residential area,1
5852,314,12/01/2023 1:23,Thursday,7,106,53,434,86,solar farm,1
5853,216,12/01/2023 1:29,Thursday,20,78,23,909,60,residential area,1
5854,950,12/01/2023 1:29,Thursday,3,350,26,868,59,solar farm,1
5855,832,12/01/2023 1:35,Thursday,11,419,18,553,61,residential area,1
5856,62,12/01/2023 1:35,Thursday,18,102,44,395,82,residential area,1
5857,287,12/01/2023 1:40,Thursday,3,681,57,198,61,solar farm,1
5858,848,12/01/2023 1:40,Thursday,9,26,57,503,55,same station,0
5859,937,12/01/2023 1:41,Thursday,17,486,30,371,63,residential area,1
5860,352,12/01/2023 1:42,Thursday,4,126,11,736,68,residential area,1
5861,272,12/01/2023 1:48,Thursday,14,472,4,673,84,solar farm,1
5862,725,12/01/2023 1:50,Thursday,7,59,47,958,92,residential area,1
5863,876,12/01/2023 1:52,Thursday,9,162,55,483,57,same station,1
5864,489,12/01/2023 1:52,Thursday,20,366,37,41,79,residential area,1
5865,633,12/01/2023 1:57,Thursday,12,137,36,211,90,solar farm,1
5866,498,12/01/2023 1:58,Thursday,4,328,48,35,70,residential area,1
5867,658,12/01/2023 2:00,Thursday,5,583,38,671,85,same station,1
5868,681,12/01/2023 2:03,Thursday,18,33,42,545,60,solar farm,1
5869,752,12/01/2023 2:04,Thursday,3,71,9,684,88,same station,1
5870,728,12/01/2023 2:08,Thursday,16,15,45,180,58,solar farm,1
5871,711,12/01/2023 2:19,Thursday,12,376,51,34,81,residential area,1
5872,713,12/01/2023 2:20,Thursday,20,418,22,411,58,solar farm,1
5873,616,12/01/2023 2:22,Thursday,16,644,36,211,98,same station,1
5874,893,12/01/2023 2:23,Thursday,11,676,37,134,87,same station,1
5875,717,12/01/2023 2:24,Thursday,12,469,35,334,64,solar farm,1
5876,543,12/01/2023 2:24,Thursday,16,537,25,893,62,solar farm,1
5877,36,12/01/2023 2:25,Thursday,9,391,44,349,57,solar farm,1
5878,971,12/01/2023 2:27,Thursday,3,385,49,138,74,solar farm,1
5879,351,12/01/2023 2:30,Thursday,1,295,56,906,69,residential area,1
5880,765,12/01/2023 2:30,Thursday,5,461,23,666,78,same station,1
5881,729,12/01/2023 2:30,Thursday,20,171,25,381,80,same station,1
5882,748,12/01/2023 2:40,Thursday,17,699,51,942,61,solar farm,1
5883,178,12/01/2023 2:45,Thursday,18,403,36,112,91,solar farm,1
5884,644,12/01/2023 2:50,Thursday,8,80,60,955,79,same station,1
5885,78,12/01/2023 2:52,Thursday,10,120,46,630,91,solar farm,1
5886,348,12/01/2023 3:05,Thursday,10,287,8,952,72,residential area,1
5887,834,12/01/2023 3:06,Thursday,9,163,56,19,72,residential area,1
5888,4,12/01/2023 3:06,Thursday,6,288,3,275,77,solar farm,1
5889,436,12/01/2023 3:12,Thursday,16,110,36,318,59,solar farm,1
5890,502,12/01/2023 3:13,Thursday,2,478,17,4,72,solar farm,1
5891,201,12/01/2023 3:14,Thursday,10,476,57,120,73,solar farm,1
5892,660,12/01/2023 3:15,Thursday,15,488,44,838,95,solar farm,1
5893,604,12/01/2023 3:16,Thursday,3,501,7,15,92,residential area,1
5894,428,12/01/2023 3:20,Thursday,1,227,4,637,62,same station,1
5895,951,12/01/2023 3:29,Thursday,12,21,4,919,85,same station,1
5896,24,12/01/2023 3:32,Thursday,7,353,10,583,86,same station,1
5897,706,12/01/2023 3:33,Thursday,7,203,42,710,80,residential area,1
5898,19,12/01/2023 3:35,Thursday,9,302,50,688,86,solar farm,1
5899,269,12/01/2023 3:40,Thursday,3,649,41,446,81,same station,1
5900,949,12/01/2023 3:40,Thursday,9,324,24,505,68,solar farm,1
5901,749,12/01/2023 3:40,Thursday,5,207,17,562,85,same station,1
5902,251,12/01/2023 3:42,Thursday,14,646,30,286,95,solar farm,1
5903,1000,12/01/2023 3:42,Thursday,10,241,48,498,67,same station,1
5904,931,12/01/2023 3:46,Thursday,16,417,38,964,59,solar farm,1
5905,634,12/01/2023 3:47,Thursday,10,269,58,520,88,same station,1
5906,281,12/01/2023 3:48,Thursday,10,165,14,567,70,same station,1
5907,929,12/01/2023 3:51,Thursday,8,428,31,20,81,solar farm,1
5908,838,12/01/2023 3:51,Thursday,1,357,11,533,70,same station,1
5909,764,12/01/2023 3:57,Thursday,20,654,10,397,55,solar farm,1
5910,578,12/01/2023 4:08,Thursday,16,167,14,384,68,solar farm,1
5911,445,12/01/2023 4:11,Thursday,7,449,33,859,69,solar farm,1
5912,553,12/01/2023 4:14,Thursday,20,344,30,577,67,residential area,1
5913,772,12/01/2023 4:17,Thursday,17,134,36,701,56,residential area,1
5914,733,12/01/2023 4:18,Thursday,1,194,42,361,95,residential area,1
5915,308,12/01/2023 4:22,Thursday,16,109,50,986,58,solar farm,1
5916,688,12/01/2023 4:22,Thursday,4,504,8,740,82,residential area,1
5917,442,12/01/2023 4:23,Thursday,3,295,28,908,69,residential area,1
5918,261,12/01/2023 4:25,Thursday,13,161,51,292,60,solar farm,1
5919,835,12/01/2023 4:31,Thursday,3,533,11,466,62,same station,1
5920,663,12/01/2023 4:32,Thursday,16,542,40,748,96,same station,1
5921,346,12/01/2023 4:43,Thursday,11,360,20,561,55,residential area,1
5922,173,12/01/2023 4:44,Thursday,11,17,42,710,92,residential area,1
5923,89,12/01/2023 4:44,Thursday,10,60,50,897,94,residential area,1
5924,162,12/01/2023 4:44,Thursday,15,352,37,788,87,residential area,1
5925,723,12/01/2023 4:46,Thursday,7,20,8,716,92,residential area,1
5926,285,12/01/2023 4:52,Thursday,14,185,58,732,87,residential area,1
5927,987,12/01/2023 4:53,Thursday,16,505,55,968,64,solar farm,1
5928,505,12/01/2023 4:56,Thursday,9,653,21,323,89,same station,1
5929,181,12/01/2023 4:57,Thursday,5,82,55,720,88,residential area,1
5930,479,12/01/2023 4:59,Thursday,1,147,28,524,58,residential area,1
5931,78,12/01/2023 5:06,Thursday,11,680,3,415,68,solar farm,1
5932,40,12/01/2023 5:06,Thursday,6,589,26,321,69,same station,1
5933,570,12/01/2023 5:06,Thursday,10,618,4,816,80,residential area,1
5934,881,12/01/2023 5:08,Thursday,17,484,7,343,62,residential area,1
5935,740,12/01/2023 5:11,Thursday,8,3,9,747,81,residential area,1
5936,50,12/01/2023 5:13,Thursday,6,508,27,326,77,residential area,1
5937,589,12/01/2023 5:13,Thursday,18,45,33,875,91,same station,1
5938,822,12/01/2023 5:13,Thursday,3,176,57,141,68,residential area,1
5939,643,12/01/2023 5:18,Thursday,14,660,41,421,93,solar farm,1
5940,89,12/01/2023 5:23,Thursday,15,325,11,889,64,solar farm,1
5941,358,12/01/2023 5:26,Thursday,9,155,7,32,69,solar farm,1
5942,870,12/01/2023 5:32,Thursday,13,351,33,804,68,same station,1
5943,256,12/01/2023 5:35,Thursday,5,198,26,94,76,solar farm,1
5944,397,12/01/2023 5:36,Thursday,15,502,24,705,63,solar farm,1
5945,923,12/01/2023 5:40,Thursday,6,646,56,220,99,solar farm,1
5946,212,12/01/2023 5:41,Thursday,7,245,39,641,58,same station,1
5947,486,12/01/2023 5:50,Thursday,16,580,43,532,58,same station,1
5948,497,12/01/2023 5:53,Thursday,5,480,4,503,64,same station,1
5949,812,12/01/2023 5:54,Thursday,5,435,37,261,69,residential area,1
5950,321,12/01/2023 5:55,Thursday,14,644,17,843,78,same station,1
5951,730,12/01/2023 5:58,Thursday,16,111,58,627,56,solar farm,0
5952,664,12/01/2023 6:07,Thursday,1,633,19,500,57,solar farm,1
5953,819,12/01/2023 6:08,Thursday,19,610,46,467,71,same station,1
5954,793,12/01/2023 6:10,Thursday,1,406,9,543,76,solar farm,1
5955,158,12/01/2023 6:12,Thursday,6,69,54,24,68,same station,1
5956,941,12/01/2023 6:13,Thursday,2,302,18,116,67,residential area,1
5957,113,12/01/2023 6:19,Thursday,4,50,32,196,71,same station,1
5958,550,12/01/2023 6:28,Thursday,1,335,8,384,59,same station,1
5959,206,12/01/2023 6:53,Thursday,14,70,6,791,96,same station,1
5960,687,12/01/2023 6:53,Thursday,6,415,56,961,84,residential area,1
5961,557,12/01/2023 6:53,Thursday,9,669,36,612,92,same station,1
5962,184,12/01/2023 6:56,Thursday,20,472,22,322,87,solar farm,1
5963,681,12/01/2023 7:01,Thursday,1,59,30,71,97,residential area,1
5964,79,12/01/2023 7:03,Thursday,8,482,54,285,72,solar farm,1
5965,740,12/01/2023 7:05,Thursday,15,199,58,995,91,residential area,1
5966,803,12/01/2023 7:07,Thursday,8,16,30,364,65,solar farm,1
5967,330,12/01/2023 7:20,Thursday,13,498,55,634,55,residential area,0
5968,98,12/01/2023 7:21,Thursday,15,173,32,976,84,solar farm,1
5969,965,12/01/2023 7:26,Thursday,14,9,57,202,68,same station,1
5970,150,12/01/2023 7:32,Thursday,18,237,23,819,78,solar farm,1
5971,193,12/01/2023 7:34,Thursday,17,692,8,31,55,same station,1
5972,776,12/01/2023 7:35,Thursday,16,437,48,319,92,solar farm,1
5973,389,12/01/2023 7:40,Thursday,20,271,31,354,72,same station,1
5974,995,12/01/2023 7:45,Thursday,3,688,34,121,85,residential area,1
5975,622,12/01/2023 7:46,Thursday,1,595,7,565,91,same station,1
5976,531,12/01/2023 7:48,Thursday,10,195,50,72,56,solar farm,1
5977,899,12/01/2023 7:49,Thursday,13,133,9,780,84,same station,1
5978,695,12/01/2023 7:50,Thursday,12,314,20,453,56,residential area,1
5979,416,12/01/2023 7:53,Thursday,13,394,25,972,77,residential area,1
5980,892,12/01/2023 7:53,Thursday,17,388,35,79,73,same station,1
5981,39,12/01/2023 7:56,Thursday,5,554,42,314,97,same station,1
5982,377,12/01/2023 8:01,Thursday,6,679,58,359,58,residential area,0
5983,244,12/01/2023 8:02,Thursday,19,125,2,926,84,same station,1
5984,160,12/01/2023 8:03,Thursday,2,92,38,826,58,solar farm,1
5985,379,12/01/2023 8:06,Thursday,8,586,7,544,83,solar farm,1
5986,383,12/01/2023 8:08,Thursday,6,368,34,714,85,residential area,1
5987,481,12/01/2023 8:10,Thursday,13,111,3,613,93,residential area,1
5988,117,12/01/2023 8:14,Thursday,6,532,23,69,78,same station,1
5989,591,12/01/2023 8:15,Thursday,8,372,16,961,92,residential area,1
5990,425,12/01/2023 8:15,Thursday,5,528,21,94,62,same station,1
5991,778,12/01/2023 8:18,Thursday,12,35,38,73,69,residential area,1
5992,670,12/01/2023 8:23,Thursday,6,60,57,720,67,solar farm,1
5993,232,12/01/2023 8:27,Thursday,14,544,2,259,83,same station,1
